334 1 0.5 0.5 0.7 0.07 0.08 0.09
335 0.5 0.5 1 0.9 0.01 0.02 0.03
336 0.5 1 0.5 0.8 0.04 0.05 0.06
337 1 0.5 0.5 0.7 0.07 0.08 0.09
338 0.5 0.5 1 0.9 0.01 0.02 0.03
339 0.5 1 0.5 0.8 0.04 0.05 0.06
340 1 0.5 0.5 0.7 0.07 0.08 0.09
341 0.5 0.5 1 0.9 0.01 0.02 0.03
342 0.5 1 0.5 0.8 0.04 0.05 0.06
343 1 0.5 0.5 0.7 0.07 0.08 0.09
344 0.5 0.5 1 0.9 0.01 0.02 0.03
345 0.5 1 0.5 0.8 0.04 0.05 0.06
346 1 0.5 0.5 0.7 0.07 0.08 0.09
347 0.5 0.5 1 0.9 0.01 0.02 0.03
348 0.5 1 0.5 0.8 0.04 0.05 0.06
349 1 0.5 0.5 0.7 0.07 0.08 0.09
350 0.5 0.5 1 0.9 0.01 0.02 0.03
351 0.5 1 0.5 0.8 0.04 0.05 0.06
352 1 0.5 0.5 0.7 0.07 0.08 0.09
353 0.5 0.5 1 0.9 0.01 0.02 0.03
354 0.5 1 0.5 0.8 0.04 0.05 0.06
355 1 0.5 0.5 0.7 0.07 0.08 0.09
356 0.5 0.5 1 0.9 0.01 0.02 0.03
357 0.5 1 0.5 0.8 0.04 0.05 0.06
358 1 0.5 0.5 0.7 0.07 0.08 0.09
359 0.5 0.5 1 0.9 0.01 0.02 0.03
360 0.5 1 0.5 0.8 0.04 0.05 0.06
361 1 0.5 0.5 0.7 0.07 0.08 0.09
362 0.5 0.5 1 0.9 0.01 0.02 0.03
363 0.5 1 0.5 0.8 0.04 0.05 0.06
364 1 0.5 0.5 0.7 0.07 0.08 0.09
365 0.5 0.5 1 0.9 0.01 0.02 0.03
366 0.5 1 0.5 0.8 0.04 0.05 0.06
367 1 0.5 0.5 0.7 0.07 0.08 0.09
368 0.5 0.5 1 0.9 0.01 0.02 0.03
369 0.5 1 0.5 0.8 0.04 0.05 0.06
370 1 0.5 0.5 0.7 0.07 0.08 0.09
371 0.5 0.5 1 0.9 0.01 0.02 0.03
372 0.5 1 0.5 0.8 0.04 0.05 0.06
373 1 0.5 0.5 0.7 0.07 0.08 0.09
374 0.5 0.5 1 0.9 0.01 0.02 0.03
375 0.5 1 0.5 0.8 0.04 0.05 0.06
376 1 0.5 0.5 0.7 0.07 0.08 0.09
377 0.5 0.5 1 0.9 0.01 0.02 0.03
378 0.5 1 0.5 0.8 0.04 0.05 0.06
379 1 0.5 0.5 0.7 0.07 0.08 0.09
380 0.5 0.5 1 0.9 0.01 0.02 0.03
381 0.5 1 0.5 0.8 0.04 0.05 0.06
382 1 0.5 0.5 0.7 0.07 0.08 0.09
383 0.5 0.5 1 0.9 0.01 0.02 0.03
384 0.5 1 0.5 0.8 0.04 0.05 0.06
385 1 0.5 0.5 0.7 0.07 0.08 0.09
386 0.5 0.5 1 0.9 0.01 0.02 0.03
387 0.5 1 0.5 0.8 0.04 0.05 0.06
388 1 0.5 0.5 0.7 0.07 0.08 0.09
389 0.5 0.5 1 0.9 0.01 0.02 0.03
390 0.5 1 0.5 0.8 0.04 0.05 0.06
391 1 0.5 0.5 0.7 0.07 0.08 0.09
392 0.5 0.5 1 0.9 0.01 0.02 0.03
393 0.5 1 0.5 0.8 0.04 0.05 0.06
394 1 0.5 0.5 0.7 0.07 0.08 0.09
395 0.5 0.5 1 0.9 0.01 0.02 0.03
396 0.5 1 0.5 0.8 0.04 0.05 0.06
397 1 0.5 0.5 0.7 0.07 0.08 0.09
398 0.5 0.5 1 0.9 0.01 0.02 0.03
399 0.5 1 0.5 0.8 0.04 0.05 0.06
400 1 0.5 0.5 0.7 0.07 0.08 0.09
401 0.5 0.5 1 0.9 0.01 0.02 0.03
402 0.5 1 0.5 0.8 0.04 0.05 0.06
403 1 0.5 0.5 0.7 0.07 0.08 0.09
404 0.5 0.5 1 0.9 0.01 0.02 0.03
405 0.5 1 0.5 0.8 0.04 0.05 0.06
406 1 0.5 0.5 0.7 0.07 0.08 0.09
407 0.5 0.5 1 0.9 0.01 0.02 0.03
408 0.5 1 0.5 0.8 0.04 0.05 0.06
409 1 0.5 0.5 0.7 0.07 0.08 0.09
410 0.5 0.5 1 0.9 0.01 0.02 0.03
411 0.5 1 0.5 0.8 0.04 0.05 0.06
412 1 0.5 0.5 0.7 0.07 0.08 0.09
413 0.5 0.5 1 0.9 0.01 0.02 0.03
414 0.5 1 0.5 0.8 0.04 0.05 0.06
415 1 0.5 0.5 0.7 0.07 0.08 0.09
416 0.5 0.5 1 0.9 0.01 0.02 0.03
417 0.5 1 0.5 0.8 0.04 0.05 0.06
418 1 0.5 0.5 0.7 0.07 0.08 0.09
419 0.5 0.5 1 0.9 0.01 0.02 0.03
420 0.5 1 0.5 0.8 0.04 0.05 0.06
421 1 0.5 0.5 0.7 0.07 0.08 0.09
422 0.5 0.5 1 0.9 0.01 0.02 0.03
423 0.5 1 0.5 0.8 0.04 0.05 0.06
424 1 0.5 0.5 0.7 0.07 0.08 0.09
425 0.5 0.5 1 0.9 0.01 0.02 0.03
426 0.5 1 0.5 0.8 0.04 0.05 0.06
427 1 0.5 0.5 0.7 0.07 0.08 0.09
428 0.5 0.5 1 0.9 0.01 0.02 0.03
429 0.5 1 0.5 0.8 0.04 0.05 0.06
430 1 0.5 0.5 0.7 0.07 0.08 0.09
431 0.5 0.5 1 0.9 0.01 0.02 0.03
432 0.5 1 0.5 0.8 0.04 0.05 0.06
433 1 0.5 0.5 0.7 0.07 0.08 0.09
434 0.5 0.5 1 0.9 0.01 0.02 0.03
435 0.5 1 0.5 0.8 0.04 0.05 0.06
436 1 0.5 0.5 0.7 0.07 0.08 0.09
437 0.5 0.5 1 0.9 0.01 0.02 0.03
438 0.5 1 0.5 0.8 0.04 0.05 0.06
439 1 0.5 0.5 0.7 0.07 0.08 0.09
440 0.5 0.5 1 0.9 0.01 0.02 0.03
441 0.5 1 0.5 0.8 0.04 0.05 0.06
442 1 0.5 0.5 0.7 0.07 0.08 0.09
443 0.5 0.5 1 0.9 0.01 0.02 0.03
444 0.5 1 0.5 0.8 0.04 0.05 0.06
445 1 0.5 0.5 0.7 0.07 0.08 0.09
446 0.5 0.5 1 0.9 0.01 0.02 0.03
447 0.5 1 0.5 0.8 0.04 0.05 0.06
448 1 0.5 0.5 0.7 0.07 0.08 0.09
449 0.5 0.5 1 0.9 0.01 0.02 0.03
450 0.5 1 0.5 0.8 0.04 0.05 0.06
451 1 0.5 0.5 0.7 0.07 0.08 0.09
452 0.5 0.5 1 0.9 0.01 0.02 0.03
453 0.5 1 0.5 0.8 0.04 0.05 0.06
454 1 0.5 0.5 0.7 0.07 0.08 0.09
455 0.5 0.5 1 0.9 0.01 0.02 0.03
456 0.5 1 0.5 0.8 0.04 0.05 0.06
457 1 0.5 0.5 0.7 0.07 0.08 0.09
458 0.5 0.5 1 0.9 0.01 0.02 0.03
459 0.5 1 0.5 0.8 0.04 0.05 0.06
460 1 0.5 0.5 0.7 0.07 0.08 0.09
461 0.5 0.5 1 0.9 0.01 0.02 0.03
462 0.5 1 0.5 0.8 0.04 0.05 0.06
463 1 0.5 0.5 0.7 0.07 0.08 0.09
464 0.5 0.5 1 0.9 0.01 0.02 0.03
465 0.5 1 0.5 0.8 0.04 0.05 0.06
466 1 0.5 0.5 0.7 0.07 0.08 0.09
467 0.5 0.5 1 0.9 0.01 0.02 0.03
468 0.5 1 0.5 0.8 0.04 0.05 0.06
469 1 0.5 0.5 0.7 0.07 0.08 0.09
470 0.5 0.5 1 0.9 0.01 0.02 0.03
471 0.5 1 0.5 0.8 0.04 0.05 0.06
472 1 0.5 0.5 0.7 0.07 0.08 0.09
473 0.5 0.5 1 0.9 0.01 0.02 0.03
474 0.5 1 0.5 0.8 0.04 0.05 0.06
475 1 0.5 0.5 0.7 0.07 0.08 0.09
476 0.5 0.5 1 0.9 0.01 0.02 0.03
477 0.5 1 0.5 0.8 0.04 0.05 0.06
478 1 0.5 0.5 0.7 0.07 0.08 0.09
479 0.5 0.5 1 0.9 0.01 0.02 0.03
480 0.5 1 0.5 0.8 0.04 0.05 0.06
481 1 0.5 0.5 0.7 0.07 0.08 0.09
482 0.5 0.5 1 0.9 0.01 0.02 0.03
483 0.5 1 0.5 0.8 0.04 0.05 0.06
484 1 0.5 0.5 0.7 0.07 0.08 0.09
485 0.5 0.5 1 0.9 0.01 0.02 0.03
486 0.5 1 0.5 0.8 0.04 0.05 0.06
487 1 0.5 0.5 0.7 0.07 0.08 0.09
488 0.5 0.5 1 0.9 0.01 0.02 0.03
489 0.5 1 0.5 0.8 0.04 0.05 0.06
490 1 0.5 0.5 0.7 0.07 0.08 0.09
491 0.5 0.5 1 0.9 0.01 0.02 0.03
492 0.5 1 0.5 0.8 0.04 0.05 0.06
493 1 0.5 0.5 0.7 0.07 0.08 0.09
494 0.5 0.5 1 0.9 0.01 0.02 0.03
495 0.5 1 0.5 0.8 0.04 0.05 0.06
496 1 0.5 0.5 0.7 0.07 0.08 0.09
497 0.5 0.5 1 0.9 0.01 0.02 0.03
498 0.5 1 0.5 0.8 0.04 0.05 0.06
499 1 0.5 0.5 0.7 0.07 0.08 0.09
